,symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare,Company
0,MMM,2023-12-31,2023,FY,59.001624842029244,-12.6286333273154,12.059938617078895,9.144249864596498,10.807004874526088,8.678461816212312,-22.179093699223685,8.678461816212312,32.128543058313774,50626460000.0,61547460000.0,-7.23752108649035,1.549109880358618,7.5788113772455095,9.995352418558737,10.531820262117746,10.531820262117746,1.8832795814081575,-9.057757174392936,9.213691616766466,12.151522211253702,-0.13816885478463237,0.10004649742446933,3.5061368837112545,0.333214709371293,-1.6072111846946284,1.0707328234294307,-9.690021231422506,-0.957157185843244,0.0654005830152849,-0.4733380986418871,0.654722927694991,0.05636302438725865,0.33912613681296955,-0.24176646706586827,-0.04941709250022949,-0.8127830900855562,0.008384076374651939,49.65818183085433,-0.30435109796168125,-0.20926197385347176,-60.781729554071134,1082000000.0,-12285000000.0,-29333000000.0,3.5061368837112545,4698000000.0,3214000000.0,5097000000.0,54.32391909672287,64.10266818206419,95.25518211830925,6.718955592105263,5.693990755007704,3.8318125259228535,-1.4551695444143957,-2.9156887524823976,MMM
1,MMM,2022-12-31,2022,FY,60.475265017667844,10.206713780918728,9.878091872791519,6.787985865724382,6.8780918727915195,26.09540636042403,-4.803886925795053,26.09540636042403,29.43816254416961,56747160000.0,69292160000.0,9.822946165830016,1.657867889801046,10.14973350026829,14.770213430504946,3.842055517941774,3.842055517941774,2.024369978673055,8.27863321385902,12.393518154176355,18.03543987506507,0.10180245143545509,0.06770382870261701,1.0968178740690588,0.34872457216661285,1.498805256869773,1.5423711015436312,14.153679653679653,0.965463650492143,0.0593686098123677,0.5831746581270556,0.2571211545765287,0.05439831721639545,0.3764718544828328,-0.31282418172062243,-0.0510970229921996,-0.955215729109776,0.00768354319436735,77.41342088841132,0.19092429873796882,0.1994407236069875,-38.351590106007066,5165000000.0,-2719000000.0,-16997000000.0,1.0968178740690588,4596000000.0,3088500000.0,5178500000.0,48.32685734318852,60.40947379367721,101.95403494176372,7.552736098852604,6.042098649073202,3.5800446760982876,0.3911306702775897,-3.090106007067138,MMM
2,MMM,2021-12-31,2021,FY,61.06217616580311,10.226252158894646,12.87392055267703,10.105354058721934,8.229706390328152,26.10880829015544,-6.316062176165803,26.10880829015544,31.28497409326425,85987290000.0,99049290000.0,14.522426954906265,2.4321111582520154,11.535724443251944,14.69616988548966,5.688118674340147,5.688118674340147,2.801563852354688,13.441347536979237,13.288072176012879,16.92860878482311,0.06885901393101236,0.06804494013010527,1.1659720844082822,0.3744476546566961,1.7725607273714208,1.704814609850581,11.176229508196721,1.257210322145387,0.03977331998717485,0.5776051342678602,0.20356385235468816,0.05639937774006505,0.39883582596872874,-0.21505232090152937,-0.045340121623532736,-0.8370757180156658,0.007749964644321878,77.50737568596806,0.13685835050459347,0.20923740193653262,-36.619170984455955,6368000000.0,-3657000000.0,-16552000000.0,1.1659720844082822,4682500000.0,2777500000.0,4612000000.0,48.10917833404044,58.143655227454104,96.80899175312582,7.586909871244635,6.277555110220441,3.7703109327983952,0.39167824303763976,-2.768566493955095,MMM
3,MMM,2020-12-31,2020,FY,55.7202216066482,9.433864265927978,14.046052631578947,11.447368421052632,8.72229916897507,22.38746537396122,-11.6101108033241,22.38746537396122,33.898891966759,84410463999.99998,98827463999.99998,15.491000917599557,2.6227462092965443,10.404346604215457,12.766252873563216,6.527759956693217,6.527759956693217,3.070701715137956,15.482917750274163,12.181371132749906,14.946682395644281,0.06455360795078677,0.07833152060389102,1.4732812620833655,0.4023952348766475,2.258655804480652,1.885002516356316,8.453686200378073,1.5057535263548627,0.040137203842405135,0.6217654615525785,0.21529331344767585,0.058351976137211034,0.4147727272727273,-0.18501170960187355,-0.04663808103405419,-0.7854526425954997,0.008140691026597067,68.93480228384307,0.11236714781106244,0.19666510268163281,-41.078168282548475,7034000000.0,-6706000000.0,-19431000000.0,1.4732812620833655,4748000000.0,2394500000.0,4186500000.0,53.3595886154611,56.29418849744053,93.17886178861788,6.8403825717322,6.483795392424834,3.917197452229299,0.4213904570412188,-2.598684210526316,MMM
4,MMM,2019-12-31,2019,FY,55.69497400346621,7.920277296360485,12.253032928942808,9.308492201039861,4.247833622183709,17.549393414211437,-16.805892547660314,17.549393414211437,36.40901213171577,85107500000.0,103314500000.0,18.62308533916849,2.648353871048046,12.037835926449787,15.84574567119717,8.40484890381197,8.40484890381197,3.2149147373661937,17.375462495795492,14.613083451202263,19.23561720350028,0.05369679522956261,0.06310842170196516,2.0304167489630656,0.46037752748606103,3.062058526740666,1.406527868141401,9.716517857142858,1.5429943256219991,0.0389624886173369,0.7256017505470459,0.21872666168782673,0.05946601941747573,0.44387469491032044,-0.2403111739745403,-0.05286905650983321,-1.066541117388575,0.008650734378889718,55.92326349586757,0.11379292804262421,0.18400708648735706,-45.79159445407279,3749000000.0,-9697000000.0,-21562000000.0,2.0304167489630656,4905500000.0,2247000000.0,4250000000.0,54.41607542942494,47.45681605975724,88.05497198879551,6.7075767063243585,7.691202872531418,4.145137880986938,0.4513134505234051,-2.9445407279029463,MMM
5,MMM,2018-12-31,2018,FY,55.675446049277824,9.089209855564995,10.941376380628718,8.261682242990654,5.493627867459643,16.73406966864911,-4.859813084112149,16.73406966864911,25.440951571792695,93753935000.0,105522935000.0,17.52737614507385,2.8614050053410653,14.560325361080912,19.28299773755656,9.520099004874085,9.520099004874085,3.2205992675110635,12.136047728579644,16.388093648082002,21.703606540518305,0.05705360527000813,0.05185915663166565,1.4847684809098294,0.4006027397260274,1.353536515238643,1.8924627277747101,20.591428571428573,1.2006339735222824,0.0,0.0,0.23201587059362125,0.05557759804669617,0.3481643835616438,-0.24491380649169125,-0.048130627193651764,-1.0598118279569892,0.0,58.49989826068013,0.2256473874715395,0.22482347007397444,-29.68734069668649,6465000000.0,-2860000000.0,-12943000000.0,1.4847684809098294,4965500000.0,2105500000.0,4200000000.0,55.9224782542347,49.579786596331374,95.52751468648843,6.526892430278885,7.361871138570168,3.820888685295465,0.5431559707554834,-2.6796941376380627,MMM
6,MMM,2017-12-31,2017,FY,52.982426778242676,8.130543933054394,10.443514644351465,8.14560669456067,6.910460251046025,19.451046025104603,-3.0577405857740585,19.451046025104603,23.88451882845188,117582025000.0,128478025000.0,24.203792713050635,3.714250402754525,18.843273237179485,24.159035340045204,10.11719368439167,10.11719368439167,4.058439681587011,13.720421294318667,20.589427083333334,26.397786110540373,0.041315838879284486,0.04139238119091757,1.2002237136465324,0.3672045699844684,1.1636052968816746,1.857291531156498,24.285714285714285,1.281577325939618,0.02383867772306184,0.5769864141622066,0.20760021480241336,0.05843889187225574,0.3540421723221102,-0.22003205128205128,-0.043371134346274126,-0.8892487046632125,0.01023470322519506,59.651660879199,0.19727267058227912,0.19797864536637053,-27.67489539748954,6590000000.0,-1827000000.0,-12088000000.0,1.2002237136465324,4651500000.0,1871500000.0,3709500000.0,56.623021764538656,44.36753952877945,92.01987375789014,6.446141315414376,8.226735218508997,3.9665344571145265,0.41800034417484083,-2.297907949790795,MMM
7,MMM,2016-12-31,2016,FY,49.791632214321154,8.351248553001488,11.017033239622954,8.66876136927402,4.428642301967918,17.1043492640979,-1.890193484372416,17.1043492640979,19.594840416735572,90281710000.0,99533710000.0,17.877566336633667,2.9984957985984257,13.551742719903933,17.222760396795117,8.728774050082183,8.728774050082183,3.3057793350825335,11.444602736575831,14.940514860402281,18.987735597100343,0.0559360251373174,0.05806270173659759,1.1263656579329016,0.3540387771227132,1.063815108658158,1.8855121402154686,36.2964824120603,1.317121391854488,0.0296627079837101,0.5302970297029703,0.20296256933142914,0.057623966255936764,0.3490548836078527,-0.21314920444311017,-0.04716197814606928,-0.9633649932157394,0.0098973728785413,56.691799415269635,0.23552557991703135,0.2357609710550887,-24.637836943939142,5507000000.0,-1143000000.0,-10837000000.0,1.1263656579329016,4273000000.0,1746000000.0,3451500000.0,53.2425520608456,43.63497340425532,82.14926861702128,6.855418943533698,8.364849833147941,4.443131462333826,0.48825292468336073,-2.3482718703489334,MMM
8,MMM,2015-12-31,2015,FY,48.39194373401534,7.725383631713555,10.262148337595908,7.926790281329923,3.0626598465473145,18.777173913043477,-0.16464194373401533,18.777173913043477,17.49680306905371,78794320000.0,87793320000.0,16.30339747568798,2.6027059523023057,12.273258566978193,15.889155071587014,6.707612156295225,6.707612156295225,2.8999577194952764,10.475279799546593,13.674971962616823,17.703835450695706,0.06133690854873803,0.06293600858539042,0.9191282880735507,0.330001833852925,1.073738217396492,1.5434110705254285,46.61744966442953,1.3261722784548646,0.0325023428084664,0.5298986136974964,0.20420162515690032,0.058234788927792824,0.36218595268659454,-0.22757009345794393,-0.048259232344586116,-1.0181184668989547,0.009116733831010108,57.13028636325446,0.21860672326214292,0.23159861989649225,-22.667039641943735,3868000000.0,-103000000.0,-9985000000.0,0.9191282880735507,4196000000.0,1750500000.0,3612000000.0,50.082909427231286,40.19437040889294,83.4733146980433,7.287915262397689,9.080873671782763,4.372654917566799,0.41142419341108366,-2.3353580562659846,MMM
9,MMM,2014-12-31,2014,FY,49.01571164510166,7.634011090573013,10.206407886629698,7.906654343807763,3.886321626617375,20.243376463339494,7.173444239063462,20.243376463339494,10.75015403573629,89187096000.0,94127096000.0,17.995782082324453,2.8027747713773925,13.460171445819498,17.37523787258913,6.786417288084006,6.786417288084006,2.958018164105465,11.018037691677396,14.205719287654693,18.337638028443404,0.055568576871255014,0.057553168902371256,0.5202404504641607,0.21865106015542551,0.5782511998127121,1.9614871623874626,50.24647887323944,1.3257302921168468,0.02484664373420119,0.44713478611783697,0.20329342258257127,0.05562364476289243,0.2713550161501807,-0.22532447932387564,-0.04691870148643977,-1.0603693181818181,0.00879922064045756,58.967012894626215,0.2540436459136064,0.21752106741573032,-16.285428219346887,5767000000.0,4657000000.0,-6362000000.0,0.5202404504641607,4245500000.0,1803000000.0,3785000000.0,48.611608686087806,40.1018422812671,82.24539429683225,7.508494572911751,9.101826231322635,4.437938478143551,0.37711155075331,-2.299753542821935,MMM
10,MMM,2013-12-31,2013,FY,45.27203402258396,6.8323801143862735,8.530576330840299,6.0888693356797186,4.893679425135651,26.320574864349613,13.073764481595543,26.320574864349613,9.024783692623553,79959594000.0,83387594000.0,17.16239407598197,2.5901199831557125,13.745847343991748,19.25809104046243,4.455069868509026,4.455069868509026,2.701162709338862,10.375462734851313,14.335154547017362,20.083717244701347,0.05826692916925016,0.05192622663891965,0.334800534878538,0.17910581222056632,0.4265273111857658,1.6981861829821285,45.97241379310345,1.2321542046176657,0.02163592776621652,0.37132431852328823,0.20679602215671666,0.05555375595218814,0.2692399403874814,-0.28623001547189275,-0.0539341129215121,-1.214442013129103,0.007774286547244987,63.60993536236257,0.2001845936582735,0.1900314067789697,-10.475509605514006,5235000000.0,8915000000.0,-2869000000.0,0.334800534878538,4157000000.0,1780500000.0,3850500000.0,50.284895209095914,40.76958897305352,87.56736619893208,7.258640959322831,8.952751528627015,4.168219461697722,0.25958324047247605,-2.4417069951605805,MMM
11,MMM,2012-12-31,2012,FY,43.095546908776484,6.404381034731229,7.637988182735264,5.49935149156939,6.529759331315751,25.99798241821588,12.5810635538262,25.99798241821588,8.894653408272085,53867457000.0,56985457000.0,12.121389963996398,1.8013462078651685,10.163671132075471,14.116209905660376,2.9860009423503326,2.9860009423503326,1.9056131955591225,7.333091880066916,10.751973018867924,14.933295859538784,0.0824987895753089,0.0708405447838386,0.33264966740576496,0.17714606210886763,0.4012353622442414,2.1983870967741934,37.91228070175438,1.1749057858567944,0.030352277442761037,0.36791179117911793,0.2040529695024077,0.05464151952915998,0.274825835399693,-0.28,-0.04962546816479401,-1.1521739130434783,0.0074571963616907435,61.20679843498759,0.19153767329104388,0.18090043149067817,-9.137844069750685,7430000000.0,8730000000.0,-2206000000.0,0.33264966740576496,3964000000.0,1702500000.0,3626500000.0,49.5674491706795,41.002868983104875,89.28944851769207,7.363703521300172,8.901816118047673,4.087829033098775,0.24634146341463414,-2.138636691165874,MMM
12,MMM,2011-12-31,2011,FY,41.7939308398024,6.045165843330981,7.458009880028229,5.511644318983769,5.194071983062809,22.388143966125618,9.737473535638673,22.388143966125618,7.553987297106564,48411805000.0,51358805000.0,11.30324655615223,1.6349263787106143,9.161961582134746,12.397389244558259,3.052061845921069,3.052061845921069,1.7344502043159638,6.927273401672512,9.719683005299016,13.152062740076824,0.08847015722714739,0.08066214428484954,0.32568402471315094,0.16339827935222673,0.3974912328028055,2.2495864730748023,33.215053763440864,1.2127610741335781,0.032120264881675034,0.3630632734064908,0.0,0.05302083685117017,0.2834956983805668,-0.26097653292959877,-0.04657053122150552,-1.1929065743944636,0.008544122116780926,55.18288658625046,0.21225022880484312,0.18906988036904604,-10.537402964008468,6799000000.0,6899000000.0,-3514000000.0,0.32568402471315094,3741000000.0,1652500000.0,3285500000.0,47.66657661004356,38.214171923787674,79.45198496144778,7.657357124385829,9.55143031040779,4.5939695550351285,0.2700163913756147,-1.9463655610444601,MMM
13,MMM,2010-12-31,2010,FY,37.35743309513801,5.723693428611462,7.249544626593807,5.720891130727196,6.274344962869553,22.442202606137034,10.336275746111811,22.442202606137034,7.9206949698752975,51493455000.00001,53568455000.00001,12.60549694002448,1.9313425474458032,9.952349246231156,12.611671565025718,3.214925079602922,3.214925079602922,2.0091686670167284,7.611317845978973,10.35339292616931,13.119876316433997,0.0793304702510251,0.0792916303635093,0.3403883373915215,0.18079320864836185,0.29482807615799944,2.006076531450156,29.442786069651742,1.242853711265914,0.02912991563685132,0.3671970624235006,0.0,0.05378441227214763,0.32835919883273645,-0.21086200231928875,-0.04091966094066462,-1.4150453955901428,0.010276798439726953,53.76036151810231,0.19939957473687941,0.20168855534709193,-7.527322404371585,6126000000.0,6115000000.0,-1924000000.0,0.3403883373915215,3432500000.0,1557500000.0,2897000000.0,49.488973070287294,43.86016918516376,83.26042947003108,7.375380359612725,8.321901323706378,4.3838351822503965,0.25504151838671413,-1.5286534958666107,MMM
14,MMM,2009-12-31,2009,FY,33.00927908636688,4.558172733761599,7.053533190578158,5.764453961456103,5.401855817273376,18.989293361884368,8.748037116345467,18.989293361884368,8.46395431834404,48418560000.0,51088560000.0,15.163971186971501,2.09395666652251,9.799344262295083,11.99072808320951,3.639945872801083,3.639945872801083,2.209426112528651,8.556114553676101,10.339720704310869,12.651946508172363,0.06594578607872684,0.08339777143310334,0.4292587580814915,0.20954128440366973,0.4471612795176687,2.2044108637941595,21.98173515981735,1.5474475414970248,0.029554782298358312,0.44816786720952084,0.0,0.05591834969510877,0.31005504587155963,-0.1827565270188221,-0.03905202612117805,0.0,0.009384595424469143,44.13072379646274,0.17733341400231906,0.16983139194723684,-9.146324054246966,5898000000.0,4853000000.0,-3153000000.0,0.4292587580814915,3287500000.0,1377000000.0,2826000000.0,51.30173420403927,43.79758857048476,79.54703113386736,7.114769230769231,8.333792154163799,4.588480485032209,0.24003909186588482,-1.2890792291220556,MMM
15,MMM,2008-12-31,2008,FY,36.13987414187643,4.948512585812357,6.48312356979405,4.37929061784897,3.1779176201372996,14.129004576659039,3.9016018306636155,14.129004576659039,9.998569794050344,33638512000.0,38565512000.0,9.722113294797689,1.331216589497012,7.420805647474079,10.985797517962116,3.4050523332321085,3.4050523332321085,1.5261985832442915,6.0532902213153355,8.507723803220825,12.594876551273677,0.10285829527774594,0.09102661853770463,0.6858993825285961,0.26523662269542414,0.7733479830481871,1.6437746189415996,24.269767441860466,1.3101156069364162,0.04155950774517018,0.40404624277456647,0.0,0.055562151252522854,0.2799154499549849,-0.3245091550849327,-0.05821362143337686,-1.8715012722646311,0.007993984724365823,39.66289237919301,0.215899289251889,0.18808436616655794,-13.509367848970252,3759000000.0,2728000000.0,-6070000000.0,0.6858993825285961,3453500000.0,1403000000.0,2932500000.0,48.02821639162611,35.493310411839445,82.1993422527842,7.5996992481203005,10.283627978478094,4.440424825755062,0.350237878327766,-2.1038329519450802,MMM
